sku,salesprice_currency,supplier_currency,supplier_price,Production_days,supplier_price_salescountry,carrier_cost,carrier_currency,carrier_days,extra_days,carrier_cost_salescountry,@Quantity,@Turnaround,@Material,@Size,supplier_currency_original,supplier,carrier
PO-135G-B2-250-40-1,EUR,EUR,48.5,0,48.5,3.68,EUR,1,0,3.68,250,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A0-250-40-4,EUR,EUR,147.13,2,147.13,9.92,EUR,1,1,9.92,250,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A1-20-40-1,EUR,EUR,31.5,0,31.5,3.68,EUR,1,0,3.68,20,1 day,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-A2-350-40-1,EUR,EUR,65.5,0,65.5,3.68,EUR,1,0,3.68,350,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-15-40-1,EUR,EUR,3,0,3,3.68,EUR,1,0,3.68,15,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-B2-100-40-2,EUR,EUR,20,0,20,3.68,EUR,1,1,3.68,100,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A1-25-40-1,EUR,EUR,38.75,0,38.75,3.68,EUR,1,0,3.68,25,1 day,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-A1-15-40-4,EUR,EUR,23.95,2,23.95,3.68,EUR,1,1,3.68,15,4 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-B2-150-40-1,EUR,EUR,29.5,0,29.5,3.68,EUR,1,0,3.68,150,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A2-5-40-1,EUR,EUR,3.4,0,3.4,3.68,EUR,1,0,3.68,5,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A0-25-40-1,EUR,EUR,66.95,0,66.95,3.68,EUR,1,0,3.68,25,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A3-2000-40-4,EUR,EUR,73.05,1,73.05,0,EUR,2,1,0,2000,4 days,135g Gloss,A3,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-250-40-4,EUR,EUR,48.5,2,48.5,3.68,EUR,1,1,3.68,250,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B2-50-40-1,EUR,EUR,10.5,0,10.5,3.68,EUR,1,0,3.68,50,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B1-350-40-1,EUR,EUR,121,0,121,13.04,EUR,1,0,13.04,350,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-CF-A0-1-40-5,EUR,EUR,10.74,3,10.74,3.68,EUR,1,1,3.68,1,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A0-150-40-2,EUR,EUR,128.38,0,128.38,6.8,EUR,1,1,6.8,150,2 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A2-3000-40-2,EUR,EUR,179.94,0,179.94,0,EUR,2,0,0,3000,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-115A-B1-2000-40-1,EUR,EUR,444.95,0,444.95,32.41,EUR,1,0,32.41,2000,1 day,115g Blue back,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-B1-200-40-4,EUR,EUR,89.08,2,89.08,0,EUR,2,0,0,200,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-200-40-4,EUR,EUR,39,2,39,3.68,EUR,1,1,3.68,200,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A1-10-40-2,EUR,EUR,16.45,1,16.45,3.68,EUR,1,0,3.68,10,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-B1-200-40-1,EUR,EUR,97.9,0,97.9,6.8,EUR,1,0,6.8,200,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A4-50-40-2,EUR,EUR,2.9,1,2.9,3.68,EUR,1,0,3.68,50,2 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A1-2000-40-4,EUR,EUR,246.51,1,246.51,0,EUR,2,1,0,2000,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-20-40-2,EUR,EUR,31.45,1,31.45,3.68,EUR,1,0,3.68,20,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A1-4-40-4,EUR,EUR,7.45,2,7.45,3.68,EUR,1,1,3.68,4,4 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A3-5-40-4,EUR,EUR,2,2,2,3.68,EUR,1,1,3.68,5,4 days,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-300-40-2,EUR,EUR,19.5,1,19.5,3.68,EUR,1,0,3.68,300,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A1-500-40-2,EUR,EUR,106.89,0,106.89,0,EUR,2,0,0,500,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-2000-40-4,EUR,EUR,131.49,1,131.49,0,EUR,2,1,0,2000,4 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-250-40-2,EUR,EUR,48.5,0,48.5,3.68,EUR,1,1,3.68,250,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A2-4-40-4,EUR,EUR,3.22,2,3.22,3.68,EUR,1,1,3.68,4,4 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-3-40-4,EUR,EUR,1.8,2,1.8,3.68,EUR,1,1,3.68,3,4 days,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A0-20-40-1,EUR,EUR,54.2,0,54.2,3.68,EUR,1,0,3.68,20,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A1-300-40-4,EUR,EUR,95.32,1,95.32,0,EUR,2,1,0,300,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-200-40-1,EUR,EUR,10.76,0,10.76,3.68,EUR,1,0,3.68,200,1 day,135g Gloss,A4,EUR,RPI print,TNT-AVG
PO-135G-A3-400-40-4,EUR,EUR,19.5,2,19.5,3.68,EUR,1,1,3.68,400,4 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-B2-2000-40-2,EUR,EUR,167.3,0,167.3,0,EUR,2,0,0,2000,2 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-7000-40-3,EUR,EUR,711.91,0,711.91,0,EUR,2,1,0,7000,3 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-ABRI-25-40-1,EUR,EUR,154.65,0,154.65,3.68,EUR,1,0,3.68,25,1 day,135g Gloss,Abri,EUR,Probo,TNT-AVG
PO-135G-A0-3000-40-2,EUR,EUR,662.75,0,662.75,32.41,EUR,1,1,32.41,3000,2 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-A3-5000-40-1,EUR,EUR,135.8,0,135.8,16.16,EUR,1,0,16.16,5000,1 day,135g Gloss,A3,EUR,Control Media,TNT-AVG
PO-115A-A0-250-40-4,EUR,EUR,158.38,2,158.38,9.92,EUR,1,1,9.92,250,4 days,115g Blue back,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A3-1000-40-2,EUR,EUR,37,1,37,6.8,EUR,1,0,6.8,1000,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A3-5-40-1,EUR,EUR,2,0,2,3.68,EUR,1,0,3.68,5,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-400-40-1,EUR,EUR,40.04,0,40.04,3.68,EUR,1,0,3.68,400,1 day,135g Gloss,A3,EUR,RPI print,TNT-AVG
PO-135G-A2-1250-40-1,EUR,EUR,180.4,0,180.4,9.92,EUR,1,0,9.92,1250,1 day,135g Gloss,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-B1-1000-40-4,EUR,EUR,180.9,2,180.9,0,EUR,2,0,0,1000,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-300-40-1,EUR,EUR,58,0,58,3.68,EUR,1,0,3.68,300,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A1-2-40-2,EUR,EUR,4.45,1,4.45,3.68,EUR,1,0,3.68,2,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-B1-1250-40-4,EUR,EUR,210.14,2,210.14,0,EUR,2,0,0,1250,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-1-40-2,EUR,EUR,4.75,1,4.75,3.68,EUR,1,0,3.68,1,2 days,135g Gloss,A0,EUR,TMB Image Center BV,TNT-AVG
PO-135G-ABRI-100-40-1,EUR,EUR,604.65,0,604.65,13.04,EUR,1,0,13.04,100,1 day,135g Gloss,Abri,EUR,Probo,TNT-AVG
PO-135G-A3-250-40-2,EUR,EUR,11,1,11,3.68,EUR,1,0,3.68,250,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A0-25-40-4,EUR,EUR,66.95,2,66.95,3.68,EUR,1,1,3.68,25,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A1-3-40-4,EUR,EUR,5.95,2,5.95,3.68,EUR,1,1,3.68,3,4 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-B2-1000-40-4,EUR,EUR,104.05,1,104.05,0,EUR,2,1,0,1000,4 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B2-200-40-1,EUR,EUR,39,0,39,3.68,EUR,1,0,3.68,200,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A3-20-40-2,EUR,EUR,2.47,1,2.47,3.68,EUR,1,0,3.68,20,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A0-10-40-4,EUR,EUR,28.7,2,28.7,3.68,EUR,1,1,3.68,10,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-B2-500-40-4,EUR,EUR,72.41,1,72.41,0,EUR,2,1,0,500,4 days,135g Gloss,B2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A3-2-40-4,EUR,EUR,1.7,2,1.7,3.68,EUR,1,1,3.68,2,4 days,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-3000-40-1,EUR,EUR,279.4,0,279.4,19.28,EUR,1,0,19.28,3000,1 day,135g Gloss,A3,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-B1-5000-40-1,EUR,EUR,837.1,0,837.1,62.06,EUR,1,0,62.06,5000,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-1-40-4,EUR,EUR,1.6,2,1.6,3.68,EUR,1,1,3.68,1,4 days,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A0-2-40-5,EUR,EUR,20.48,3,20.48,3.68,EUR,1,1,3.68,2,5 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A1-3-40-1,EUR,EUR,6.85,0,6.85,3.68,EUR,1,0,3.68,3,1 day,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-A1-750-40-2,EUR,EUR,130.15,0,130.15,0,EUR,2,0,0,750,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-500-40-1,EUR,EUR,22.37,0,22.37,3.68,EUR,1,0,3.68,500,1 day,135g Gloss,A4,EUR,Control Media,TNT-AVG
PO-135G-A3-750-40-1,EUR,EUR,76.5,0,76.5,3.68,EUR,1,0,3.68,750,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A4-250-40-1,EUR,EUR,13.2,0,13.2,3.68,EUR,1,0,3.68,250,1 day,135g Gloss,A4,EUR,RPI print,TNT-AVG
PO-135G-A0-250-40-1,EUR,EUR,147.13,0,147.13,9.92,EUR,1,0,9.92,250,1 day,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-ABRI-20-40-4,EUR,EUR,120.91,2,120.91,5.36,EUR,1,1,5.36,20,4 days,135g Gloss,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A1-25-40-4,EUR,EUR,38.75,2,38.75,3.68,EUR,1,1,3.68,25,4 days,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-B1-150-40-4,EUR,EUR,85.01,2,85.01,0,EUR,2,0,0,150,4 days,135g Gloss,B1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A1-3000-40-4,EUR,EUR,339.59,1,339.59,0,EUR,2,1,0,3000,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-200-40-2,EUR,EUR,89,1,89,6.8,EUR,1,0,6.8,200,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A0-500-40-4,EUR,EUR,194,2,194,16.16,EUR,1,1,16.16,500,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A1-5-40-1,EUR,EUR,9.75,0,9.75,3.68,EUR,1,0,3.68,5,1 day,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-A0-15-40-4,EUR,EUR,41.45,2,41.45,3.68,EUR,1,1,3.68,15,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A2-6-40-1,EUR,EUR,3.58,0,3.58,3.68,EUR,1,0,3.68,6,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A1-2-40-3,EUR,EUR,10.73,2,10.73,3.68,EUR,1,0,3.68,2,3 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-B2-150-40-4,EUR,EUR,29.5,2,29.5,3.68,EUR,1,1,3.68,150,4 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A0-200-40-4,EUR,EUR,137.75,2,137.75,6.8,EUR,1,1,6.8,200,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-B1-750-40-1,EUR,EUR,182.6,0,182.6,25.52,EUR,1,0,25.52,750,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-ABRI-25-40-2,EUR,EUR,150.01,1,150.01,5.36,EUR,1,0,5.36,25,2 days,135g Gloss,Abri,EUR,Vanderheym BV,DHL_EXPRESS-EUROPLUS
PO-135G-A2-1-40-2,EUR,EUR,2.68,0,2.68,3.68,EUR,1,1,3.68,1,2 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A4-25-40-4,EUR,EUR,2.27,2,2.27,3.68,EUR,1,1,3.68,25,4 days,135g Gloss,A4,EUR,RPI print,TNT-AVG
PO-135G-A3-2500-40-1,EUR,EUR,90,0,90,9.92,EUR,1,0,9.92,2500,1 day,135g Gloss,A3,EUR,Control Media,TNT-AVG
PO-135G-A1-15-40-2,EUR,EUR,23.95,1,23.95,3.68,EUR,1,0,3.68,15,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-CF-ABRI-1-40-5,EUR,EUR,21.29,3,21.29,3.68,EUR,1,1,3.68,1,5 days,Water resistant PVC,Abri,EUR,Probo,TNT-AVG
PO-135G-A2-3-40-4,EUR,EUR,3.04,2,3.04,3.68,EUR,1,1,3.68,3,4 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A0-400-40-4,EUR,EUR,175.25,2,175.25,13.04,EUR,1,1,13.04,400,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A1-1000-40-2,EUR,EUR,153.42,0,153.42,0,EUR,2,0,0,1000,2 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A2-4-40-1,EUR,EUR,3.22,0,3.22,3.68,EUR,1,0,3.68,4,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-B1-2-40-1,EUR,EUR,8.05,0,8.05,3.68,EUR,1,0,3.68,2,1 day,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-135G-A2-5-40-2,EUR,EUR,3.4,0,3.4,3.68,EUR,1,1,3.68,5,2 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-B2-50-40-2,EUR,EUR,10.5,0,10.5,3.68,EUR,1,1,3.68,50,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A3-1-40-1,EUR,EUR,1.6,0,1.6,3.68,EUR,1,0,3.68,1,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-CF-A0-25-40-3,EUR,EUR,244.45,2,244.45,3.68,EUR,1,0,3.68,25,3 days,Water resistant PVC,A0,EUR,Probo,TNT-AVG
PO-135G-A2-1500-40-2,EUR,EUR,107.26,0,107.26,0,EUR,2,0,0,1500,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-ABRI-10-40-4,EUR,EUR,63,2,63,3.68,EUR,1,1,3.68,10,4 days,135g Gloss,Abri,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A3-750-40-4,EUR,EUR,29.25,2,29.25,6.8,EUR,1,1,6.8,750,4 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-115A-A2-50-40-1,EUR,EUR,22.5,0,22.5,3.68,EUR,1,0,3.68,50,1 day,115g Blue back,A2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-A2-1500-40-1,EUR,EUR,210.65,0,210.65,9.92,EUR,1,0,9.92,1500,1 day,135g Gloss,A2,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-ABRI-15-40-4,EUR,EUR,93,2,93,3.68,EUR,1,1,3.68,15,4 days,135g Gloss,Abri,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A1-5-40-2,EUR,EUR,8.95,1,8.95,3.68,EUR,1,0,3.68,5,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A2-400-40-2,EUR,EUR,55.86,0,55.86,0,EUR,2,0,0,400,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-300-40-4,EUR,EUR,156.5,2,156.5,9.92,EUR,1,1,9.92,300,4 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A2-350-40-2,EUR,EUR,54.4,0,54.4,0,EUR,2,0,0,350,2 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A4-10-40-4,EUR,EUR,1.47,2,1.47,3.68,EUR,1,1,3.68,10,4 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-B1-2-40-2,EUR,EUR,5.6,1,5.6,3.68,EUR,1,0,3.68,2,2 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A0-8-40-1,EUR,EUR,23.6,0,23.6,3.68,EUR,1,0,3.68,8,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A0-10-40-1,EUR,EUR,28.7,0,28.7,3.68,EUR,1,0,3.68,10,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-A0-2-40-2,EUR,EUR,7.75,1,7.75,3.68,EUR,1,0,3.68,2,2 days,135g Gloss,A0,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A1-5000-40-4,EUR,EUR,525.75,1,525.75,0,EUR,2,1,0,5000,4 days,135g Gloss,A1,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-CF-B1-2-40-5,EUR,EUR,14.65,3,14.65,3.68,EUR,1,1,3.68,2,5 days,Water resistant PVC,B1,EUR,Probo,TNT-AVG
PO-135G-B1-25-40-4,EUR,EUR,53.9,2,53.9,3.68,EUR,1,1,3.68,25,4 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A2-3000-40-4,EUR,EUR,179.94,1,179.94,0,EUR,2,1,0,3000,4 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-3000-40-1,EUR,EUR,529.1,0,529.1,32.41,EUR,1,0,32.41,3000,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A4-25-40-1,EUR,EUR,2.27,0,2.27,3.68,EUR,1,0,3.68,25,1 day,135g Gloss,A4,EUR,RPI print,TNT-AVG
PO-135G-A1-1-40-2,EUR,EUR,2.95,1,2.95,3.68,EUR,1,0,3.68,1,2 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A2-4-40-2,EUR,EUR,3.22,0,3.22,3.68,EUR,1,1,3.68,4,2 days,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A1-6-40-4,EUR,EUR,10.45,2,10.45,3.68,EUR,1,1,3.68,6,4 days,135g Gloss,A1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A3-3-40-1,EUR,EUR,1.8,0,1.8,3.68,EUR,1,0,3.68,3,1 day,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A3-15-40-2,EUR,EUR,2.47,1,2.47,3.68,EUR,1,0,3.68,15,2 days,135g Gloss,A3,EUR,Zalsman B.V.,TNT-AVG
PO-135G-A0-3-40-1,EUR,EUR,10.85,0,10.85,3.68,EUR,1,0,3.68,3,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-B2-200-40-2,EUR,EUR,39,0,39,3.68,EUR,1,1,3.68,200,2 days,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-B1-1000-40-2,EUR,EUR,201,1,201,31.76,EUR,1,0,31.76,1000,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A2-3-40-1,EUR,EUR,3.04,0,3.04,3.68,EUR,1,0,3.68,3,1 day,135g Gloss,A2,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A4-150-40-4,EUR,EUR,4.7,2,4.7,3.68,EUR,1,1,3.68,150,4 days,135g Gloss,A4,EUR,Zalsman B.V.,TNT-AVG
PO-135G-B1-3-40-4,EUR,EUR,7.7,2,7.7,3.68,EUR,1,1,3.68,3,4 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-CF-A1-1-40-3,EUR,EUR,5.86,2,5.86,3.68,EUR,1,0,3.68,1,3 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-A0-4-40-4,EUR,EUR,13.4,2,13.4,3.68,EUR,1,1,3.68,4,4 days,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-135G-B1-1-40-1,EUR,EUR,5.45,0,5.45,3.68,EUR,1,0,3.68,1,1 day,135g Gloss,B1,EUR,Probo,TNT-AVG
PO-135G-A1-8-40-1,EUR,EUR,14.1,0,14.1,3.68,EUR,1,0,3.68,8,1 day,135g Gloss,A1,EUR,Probo,TNT-AVG
PO-135G-B1-750-40-2,EUR,EUR,166,1,166,25.52,EUR,1,0,25.52,750,2 days,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-B1-500-40-1,EUR,EUR,144.1,0,144.1,16.16,EUR,1,0,16.16,500,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A4-1000-40-1,EUR,EUR,28.03,0,28.03,3.68,EUR,1,0,3.68,1000,1 day,135g Gloss,A4,EUR,Control Media,TNT-AVG
PO-135G-A1-1000-40-1,EUR,EUR,192.5,0,192.5,31.76,EUR,1,0,31.76,1000,1 day,135g Gloss,A1,EUR,De Groot Drukkerij B.V.,TNT-AVG
PO-135G-A0-1250-40-1,EUR,EUR,334.63,0,334.63,32.41,EUR,1,0,32.41,1250,1 day,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,DHL_EXPRESS-EUROPLUS
PO-135G-B1-1500-40-1,EUR,EUR,298.1,0,298.1,32.41,EUR,1,0,32.41,1500,1 day,135g Gloss,B1,EUR,De Groot Drukkerij B.V.,DHL_EXPRESS-EUROPLUS
PO-135G-A3-4-40-4,EUR,EUR,1.9,2,1.9,3.68,EUR,1,1,3.68,4,4 days,135g Gloss,A3,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-A0-500-40-2,EUR,EUR,194,0,194,16.16,EUR,1,1,16.16,500,2 days,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-A4-10-40-1,EUR,EUR,2.1,0,2.1,3.68,EUR,1,0,3.68,10,1 day,135g Gloss,A4,EUR,Verhaag Drukkerij BV,TNT-AVG
PO-135G-B2-1-40-1,EUR,EUR,2.75,0,2.75,3.68,EUR,1,0,3.68,1,1 day,135g Gloss,B2,EUR,Drukkerij Wihabo BV,TNT-AVG
PO-135G-ABRI-150-40-5,EUR,EUR,600.94,3,600.94,0,EUR,1,1,0,150,5 days,135g Gloss,Abri,EUR,Hecht,DUMMY_OWN_CARRIER_FR
PO-135G-A0-6-40-1,EUR,EUR,18.5,0,18.5,3.68,EUR,1,0,3.68,6,1 day,135g Gloss,A0,EUR,Probo,TNT-AVG
PO-CF-A1-4-40-5,EUR,EUR,20.46,3,20.46,3.68,EUR,1,1,3.68,4,5 days,Water resistant PVC,A1,EUR,Probo,TNT-AVG
PO-135G-B1-10-40-4,EUR,EUR,22.4,2,22.4,3.68,EUR,1,1,3.68,10,4 days,135g Gloss,B1,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A2-1250-40-4,EUR,EUR,95.15,1,95.15,0,EUR,2,1,0,1250,4 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-A0-400-40-1,EUR,EUR,175.25,0,175.25,13.04,EUR,1,0,13.04,400,1 day,135g Gloss,A0,EUR,Verenigde Offset Bedrijven,TNT-AVG
PO-135G-ABRI-2-40-4,EUR,EUR,15,2,15,3.68,EUR,1,1,3.68,2,4 days,135g Gloss,Abri,EUR,TMB Image Center BV,TNT-AVG
PO-135G-A2-2500-40-4,EUR,EUR,155.71,1,155.71,0,EUR,2,1,0,2500,4 days,135g Gloss,A2,EUR,Onlineprinters.nl,OWN_CARRIER_OP.NL
PO-135G-B1-6-40-1,EUR,EUR,18.45,0,18.45,3.68,EUR,1,0,3.68,6,1 day,135g Gloss,B1,EUR,Probo,TNT-AVG
